Title,Salary,Date Posted,Location,Closing Date,Link
D​i​s​p​e​n​s​e​r​Unicorn (MSJ Ltd),Negotiable,11/08/2025,Port Louis,10/09/2025,https://www.myjob.mu/Jobs/Dispenser-196619.aspx
H​e​l​p​e​r​Rey & Lenferna Ltd,Negotiable,11/08/2025,Port Louis,10/09/2025,https://www.myjob.mu/Jobs/Helper-196618.aspx
Technician Lift & EscalatorsRey & Lenferna Ltd,Negotiable,11/08/2025,Port Louis,10/09/2025,https://www.myjob.mu/Jobs/Technician-Lift-Escalators-196617.aspx
Electrical Engineer - EstimationMANSER SAXON CONTRACTING LTD,Negotiable,11/08/2025,Plaine Wilhems,10/09/2025,https://www.myjob.mu/Jobs/Electrical-Engineer-Estimation-192260.aspx
Chef De Partie - Staff CanteenInterContinental Mauritius Resort – Lateral Holdings Ltd.,Negotiable,11/08/2025,Pamplemousses,10/09/2025,https://www.myjob.mu/Jobs/Chef-De-Partie-Staff-Canteen-196615.aspx
FREIGHT IMPORT & EXPORT OFFICER (AIR & SEA)Bhonyls Freight Ltd,Negotiable,11/08/2025,Port Louis,10/09/2025,https://www.myjob.mu/Jobs/FREIGHT-IMPORT-EXPORT-OFFICER-AIR-196614.aspx
Customer Service RepresentativeCim Financial Services Ltd,Negotiable,11/08/2025,Plaine Wilhems,10/09/2025,https://www.myjob.mu/Jobs/Customer-Service-Representative-196613.aspx
Canteen AttendantInterContinental Mauritius Resort – Lateral Holdings Ltd.,Not disclosed,11/08/2025,Pamplemousses,10/09/2025,https://www.myjob.mu/Jobs/Canteen-Attendant-196611.aspx
Spa TherapistInterContinental Mauritius Resort – Lateral Holdings Ltd.,Not disclosed,11/08/2025,Pamplemousses,10/09/2025,https://www.myjob.mu/Jobs/Spa-Therapist-196610.aspx
Lead Developer SoftwareDAYFORCE,Negotiable,11/08/2025,Moka,10/09/2025,https://www.myjob.mu/Jobs/Lead-Developer-Software-196608.aspx
Project Engineer – Climate Control (HVAC)Precision Recruitment International,Negotiable,11/08/2025,Mauritius,10/09/2025,https://www.myjob.mu/Jobs/Project-Engineer-Climate-Control-HVAC-196607.aspx
Project Engineer – Electrical (Solar Project)Precision Recruitment International,Negotiable,11/08/2025,Port Louis,10/09/2025,https://www.myjob.mu/Jobs/Project-Engineer-Electrical-Solar-Project-196606.aspx
Waiter - Flexi timeVoilà Bagatelle,"10,000 - 20,000",11/08/2025,Plaine Wilhems,10/09/2025,https://www.myjob.mu/Jobs/Waiter-Flexi-time-196605.aspx
Housekeeping Attendant - FlexitimeVoilà Bagatelle,"10,000 - 20,000",11/08/2025,Plaine Wilhems,10/09/2025,https://www.myjob.mu/Jobs/Housekeeping-Attendant-Flexitime-196604.aspx
Distribution Manager – FMCGPrecision Recruitment International,Negotiable,11/08/2025,Port Louis,10/09/2025,https://www.myjob.mu/Jobs/Distribution-Manager-FMCG-196603.aspx
Accounts cum Admin ClerkDISTRIPHARM LTD,"10,000 - 20,000",11/08/2025,Plaine Wilhems,10/09/2025,https://www.myjob.mu/Jobs/Accounts-cum-Admin-Clerk-196598.aspx
ACCOUNTANT (DHL Mauritius Ltd,Not disclosed,11/08/2025,Port Louis,10/09/2025,https://www.myjob.mu/Jobs/ACCOUNTANT-196599.aspx
E​n​t​e​r​t​a​i​n​e​r​OUTRIGGER Mauritius Beach Resort,Not disclosed,11/08/2025,Savanne,10/09/2025,https://www.myjob.mu/Jobs/Entertainer-196597.aspx
S​t​e​w​a​r​d​Airport Hotel Ltd (Holiday Inn),Not disclosed,11/08/2025,Grand Port,10/09/2025,https://www.myjob.mu/Jobs/Steward-196596.aspx
Installation TechnicianIDECO (Hardy Henry Group),Negotiable,11/08/2025,Moka,10/09/2025,https://www.myjob.mu/Jobs/Installation-Technician-196594.aspx
commercial/Business DeveloperYourBO LTD,Negotiable,11/08/2025,Mauritius,10/09/2025,https://www.myjob.mu/Jobs/commercial-Business-Developer-196593.aspx
Cost ControllerStettler (Mtius) Ltd,Negotiable,11/08/2025,Pamplemousses,10/09/2025,https://www.myjob.mu/Jobs/Cost-Controller-196592.aspx
Customer Experience OfficerRogers Capital Management Services,"10,000 - 20,000",11/08/2025,Port Louis,10/09/2025,https://www.myjob.mu/Jobs/Customer-Experience-Officer-196587.aspx
Audit Senior AnalystBDO Solutions Ltd,Not disclosed,11/08/2025,Moka,10/09/2025,https://www.myjob.mu/Jobs/Audit-Senior-Analyst-196586.aspx
Associate Software Quality Assurance Engineer [RR000272]BDO Solutions Ltd,Negotiable,11/08/2025,Mauritius,10/09/2025,https://www.myjob.mu/Jobs/Associate-Software-Quality-Assurance-Engineer-196585.aspx
Financial Statement Preparation AnalystBDO Solutions Ltd,Not disclosed,11/08/2025,Moka,10/09/2025,https://www.myjob.mu/Jobs/Financial-Statement-Preparation-Analyst-196584.aspx
Canteen Attendant - Le Suffren Hotel & MarinaNinety – Six Hotel Collection,Negotiable,11/08/2025,Port Louis,10/09/2025,https://www.myjob.mu/Jobs/Canteen-Attendant-Le-Suffren-Hotel-196580.aspx
Fast Food Kitchen AssistantBGlam,Not disclosed,10/08/2025,Port Louis,09/09/2025,https://www.myjob.mu/Jobs/Fast-Food-Kitchen-Assistant-196578.aspx
Indian Cook & Thai CookBGlam,Not disclosed,10/08/2025,Port Louis,09/09/2025,https://www.myjob.mu/Jobs/Indian-Cook-Thai-Cook-196577.aspx
Conducteur / Messager / Aide MagasinierBGlam,Not disclosed,10/08/2025,Port Louis,09/09/2025,https://www.myjob.mu/Jobs/Conducteur-Messager-Aide-Magasinier-196576.aspx
Retail SupervisorEpifine Ltd,Negotiable,09/08/2025,Moka,08/09/2025,https://www.myjob.mu/Jobs/Retail-Supervisor-196575.aspx
Spa TherapistTamassa Resort,"10,000 - 20,000",09/08/2025,Savanne,08/09/2025,https://www.myjob.mu/Jobs/Spa-Therapist-196574.aspx
B​a​r​t​e​n​d​e​r​Tamassa Resort,Not disclosed,09/08/2025,Savanne,08/09/2025,https://www.myjob.mu/Jobs/Bartender-196573.aspx
GUEST RELATIONS OFFICERLUX* Le Morne,Negotiable,09/08/2025,Black River,08/09/2025,https://www.myjob.mu/Jobs/GUEST-RELATIONS-OFFICER-196571.aspx
Night ReceptionistLUX* Le Morne,Negotiable,09/08/2025,Black River,08/09/2025,https://www.myjob.mu/Jobs/Night-Receptionist-196570.aspx
ERP/POS Implementation & Support ConsultantProximaSoft Ltd,Not disclosed,08/08/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/ERP-POS-Implementation-Support-Consultant-196567.aspx
Accounts OfficerEmtel Ltd (currimjee group),Not disclosed,08/08/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/Accounts-Officer-196566.aspx
Sales ExecutiveEO Solutions Ltd / Linxia Ltd,Negotiable,08/08/2025,Port Louis,07/09/2025,https://www.myjob.mu/Jobs/Sales-Executive-196562.aspx
Digital Marketing Team LeaderGrays,Not disclosed,08/08/2025,Pamplemousses,07/09/2025,https://www.myjob.mu/Jobs/Digital-Marketing-Team-Leader-196560.aspx
G​r​e​e​t​e​r​Mauritius Union Group,Negotiable,08/08/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/Greeter-196558.aspx
Audit Junior AssociateKemp Chatteris,"10,000 - 20,000",08/08/2025,Port Louis,07/09/2025,https://www.myjob.mu/Jobs/Audit-Junior-Associate-196554.aspx
Renewal and Customer Success AdvisorHardy Henry Services Ltd (Hardy Henry Group),"21,000 - 30,000",08/08/2025,Port Louis,07/09/2025,https://www.myjob.mu/Jobs/Renewal-and-Customer-Success-Advisor-196553.aspx
Beach SupervisorSands Suites Resort & Spa,Negotiable,08/08/2025,Black River,07/09/2025,https://www.myjob.mu/Jobs/Beach-Supervisor-196551.aspx
Full Stack Developer - ToolingSD Worx (Mauritius) Limited,Not disclosed,08/08/2025,Plaine Wilhems,07/10/2025,https://www.myjob.mu/Jobs/Full-Stack-Developer-Tooling-196549.aspx
Power BI Business AnalystSD Worx (Mauritius) Limited,Not disclosed,08/08/2025,Plaine Wilhems,07/10/2025,https://www.myjob.mu/Jobs/Power-BI-Business-Analyst-196548.aspx
Sales and Invoicing AdminTotalEnergies Marketing Mauritius Ltd,Negotiable,08/08/2025,Port Louis,07/09/2025,https://www.myjob.mu/Jobs/Sales-and-Invoicing-Admin-196547.aspx
Category SpecialistTheBrandHouse Ltd,Negotiable,08/08/2025,Port Louis,07/09/2025,https://www.myjob.mu/Jobs/Category-Specialist-196546.aspx
Fintech AssistantEmtel Ltd (currimjee group),Not disclosed,08/08/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/Fintech-Assistant-196545.aspx
Sales & Partneships ExecutiveHidden Company,Not disclosed,08/08/2025,Mauritius,05/09/2025,https://www.myjob.mu/Jobs/Sales-Partneships-Executive-196541.aspx
Goods Vehicle DriversConforama Maurice,Negotiable,08/08/2025,Pamplemousses,07/09/2025,https://www.myjob.mu/Jobs/Goods-Vehicle-Drivers-196537.aspx
Technicien Hardware & Software (Technicien Conseil)Bolt Talent Solutions (Pty) Ltd,Not disclosed,08/08/2025,Mauritius,07/09/2025,https://www.myjob.mu/Jobs/Technicien-Hardware-Software-Technicien-Conseil-196535.aspx
Maintenance Technician at ResiglasAptis Services Company Limited,Not disclosed,08/08/2025,Pamplemousses,07/09/2025,https://www.myjob.mu/Jobs/Maintenance-Technician-at-Resiglas-196534.aspx
Customer Service Specialist - English / FrenchHidden Company,Not disclosed,07/08/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/Customer-Service-Specialist-English-French-196448.aspx
R​e​c​r​u​i​t​e​r​MPH MAURITIUS LTD,Negotiable,08/08/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/Recruiter-196533.aspx
CCTV OfficerAssociation Syndicale Du Lotissement Villas Valriche,Negotiable,08/08/2025,Savanne,07/09/2025,https://www.myjob.mu/Jobs/CCTV-Officer-196532.aspx
Accounts Receivable (Port Louis)CHRONOPOST MAURITIUS LTD,Not disclosed,08/08/2025,Port Louis,07/09/2025,https://www.myjob.mu/Jobs/Accounts-Receivable-Port-Louis-196531.aspx
F&B Coordinator - Labourdonnais Waterfront Hotel (6 Months - Contract)Ninety – Six Hotel Collection,Negotiable,08/08/2025,Port Louis,07/09/2025,https://www.myjob.mu/Jobs/F-B-Coordinator-Labourdonnais-Waterfront-196514.aspx
T​E​L​L​E​R​S​Shibani Finance Co Ltd,Negotiable,08/08/2025,Mauritius,07/09/2025,https://www.myjob.mu/Jobs/TELLERS-196530.aspx
Debtors OfficerMauritius Union Group,Not disclosed,08/08/2025,Port Louis,07/09/2025,https://www.myjob.mu/Jobs/Debtors-Officer-196529.aspx
Laundry Attendant & Couturier-The Labourdonnais Waterfront HotelNinety – Six Hotel Collection,Negotiable,08/08/2025,Port Louis,07/09/2025,https://www.myjob.mu/Jobs/Laundry-Attendant-Couturier-The-Labourdonnais-196527.aspx
Junior Fashion Graphic DesignerEXOTIC GROUP,Not disclosed,08/08/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/Junior-Fashion-Graphic-Designer-196526.aspx
Accounts Receivable Assistant - GermanCELESTE,Not disclosed,08/08/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/Accounts-Receivable-Assistant-German-196525.aspx
Commercial et Relations Clients - GermanCELESTE,Not disclosed,08/08/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/Commercial-et-Relations-Clients-German-196524.aspx
Talent Acquisition ManagerConcentrix CVG (Mauritius) Ltd,Not disclosed,08/08/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/Talent-Acquisition-Manager-196523.aspx
Graphiste/Illustrateur (F/H)Jungle Island Ltd,"31,000 - 40,000",08/08/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/Graphiste-Illustrateur-F-H-196521.aspx
Software QA EngineerVALID Group,Negotiable,07/08/2025,Plaine Wilhems,06/09/2025,https://www.myjob.mu/Jobs/Software-QA-Engineer-196512.aspx
Java Software DeveloperVALID Group,Negotiable,07/08/2025,Plaine Wilhems,06/09/2025,https://www.myjob.mu/Jobs/Java-Software-Developer-196513.aspx
Accounts OfficerCOMPAGNIE REGIONALE DE SERVICES ET DE L’ENVIRONNEMENT LTEE,"21,000 - 30,000",07/08/2025,Black River,06/09/2025,https://www.myjob.mu/Jobs/Accounts-Officer-196511.aspx
"Senior People Solutions, Business Partner (HRBP)Concentrix CVG (Mauritius) Ltd",Negotiable,07/08/2025,Plaine Wilhems,06/09/2025,https://www.myjob.mu/Jobs/Senior-People-Solutions-Business-Partner-196510.aspx
SUPERVISEUR EXPERIMENTÉOcean Call Group,Negotiable,07/08/2025,Port Louis,06/09/2025,https://www.myjob.mu/Jobs/SUPERVISEUR-EXPERIMENTE-196508.aspx
Team LeaderCroissance Global Services,Negotiable,07/08/2025,Plaine Wilhems,06/09/2025,https://www.myjob.mu/Jobs/Team-Leader-196506.aspx
UNIX System Engineer/DevOpsIQera,Negotiable,07/08/2025,Port Louis,06/09/2025,https://www.myjob.mu/Jobs/UNIX-System-Engineer-DevOps-196505.aspx
Tyres Retread OperatorEmcar Limited,Not disclosed,07/08/2025,Port Louis,06/09/2025,https://www.myjob.mu/Jobs/Tyres-Retread-Operator-196503.aspx
Tyre Retread TechnicianEmcar Limited,Not disclosed,07/08/2025,Port Louis,06/09/2025,https://www.myjob.mu/Jobs/Tyre-Retread-Technician-196502.aspx
Outdoor Sales Representative- Emcar TyresEmcar Limited,Not disclosed,07/08/2025,Port Louis,06/09/2025,https://www.myjob.mu/Jobs/Outdoor-Sales-Representative-Emcar-Tyres-196500.aspx
Marketing AssistantEmcar Limited,Not disclosed,07/08/2025,Port Louis,06/09/2025,https://www.myjob.mu/Jobs/Marketing-Assistant-196499.aspx
